faiss_idx,item_id,source,title,authors,category,text
69,book_69,book,Chances,Jackie Collins,Fiction,"Chances is broken up into parts, the first part looks at the blackout in New York City and how this affects the main characters. The second is focused on Gino Santangelo and later includes his children Lucky and Dario. The third part examines the life of Carrie Berkley and later her son Steven. The blackout, a real event that Collins describes in some detail affects all the major characters either directly or indirectly. *Lucky Santangelo was in Costa Zennocotti's office, trying to convince Cost"
70,book_70,book,Nightwing,Martin Cruz Smith,"Thriller, Speculative fiction, Fiction","A disgruntled, disenfranchised Hopi shaman sets out to ""end the world"" by way of a ritual invocation of the Hopi god of death. Shortly after his mutilated corpse is discovered by a skeptical Tewa deputy the body count begins to rise as more strangely slashed and bloodied victims are found. The book has many elements: part love triangle; part Native American case study; part supernatural thriller. It was the author's own tribal ancestry which inspired the writing of this fictionalized anthropolog"
71,book_71,book,The Crow Road,Iain Banks,"Mystery, Novel, Fiction","This Bildungsroman is set in the fictional Argyll town of Gallanach (by its description, reminiscent of Oban but on the north east shore of Loch Crinan), the real village of Lochgair, and in Glasgow where Prentice McHoan lives. Prentice's uncle Rory has disappeared eight years previous while writing a book called The Crow Road. Prentice becomes obsessed with papers his uncle left behind and sets out to solve the mystery. Along the way he must cope with estrangement from his father, unrequited lo"
72,book_72,book,Fallen Angels,Larry Niven,"Science Fiction, Speculative fiction, Fantasy","Astronauts from the orbital society flew a modified scramjet, redesigned to harvest nitrogen from the Earth's atmosphere. Government policy declares that these ships are responsible for the ice age, so the scramjet is shot down with a surface-to-air missile. The pilot and copilot, an Earth-born American named Alex MacLeod and a space-born Russo-American named Gordon Tanner, are forced to crash land in Canada atop the glaciers. Upon hearing of this, the fan underground embarks on a rescue mission"
73,book_73,book,Zorro,Isabel Allende,"Speculative fiction, Fiction, Adventure novel","Allende's story is split into six parts, each part dealing with one stage of Diego's life, with the last part serving as the epilogue. The novel chronicles Diego's formation as well as his origins as Zorro. He goes to America to find his dream. Captain Alejandro de la Vega, a seasoned Spanish soldier, is sent to the San Gabriel mission run by Padre Mendoza, an experienced Franciscan priest, due to a series of savage attacks at other missions. Led by a warrior chief named Chief Gray Wolf, the Ind"
74,book_74,book,Matrix,Robert Perry,"Science Fiction, Speculative fiction","It features the Seventh Doctor and Ace. It also includes appearances by the Wandering Jewhttp://www.bbc.co.uk/doctorwho/news/cult/news/drwho/2004/01/01/13704.shtml and Jack the Ripper. Part of it is set in an alternate timeline, featuring parallel universe versions of Ian Chesterton and Barbara Wright. The villain is the Valeyard."
75,book_75,book,The Dragon and The George,Gordon R. Dickson,"Speculative fiction, Fantasy, Fiction","The book tells the story of Jim Eckert, who is whisked from this world into an alternate world where magic is real and deadly. There he finds himself in the body of the dragon Gorbash, and must learn to deal with a dragon's-eye view of the world. He must also deal with both the friends and foes that Gorbash has already made. In this world, dragons universally refer to humans as ""georges,"" based upon the past experience of St. George with one of their kind; hence the title. Jim is on a quest to r"
76,book_76,book,The Fire Within,Chris D'Lacey,"Children's literature, Fantasy","The novel is about a man named David Rain who goes to college and needs a place to stay. He finds a house on Wayward Crescent and moves in as a tenant, but little does he know that one step into the house would change his life forever. The owner of the house, Elizabeth Penykettle (also called Liz for short), gladly lets David stay with her and Lucy, her daughter. Liz earns her living by making clay dragons. The dragons are revealed to be more than meets the eye when Liz crafts David his own drag"
77,book_77,book,The Wasps,Aristophanes,Unknown,"The play begins with a strange scene—a large net has been spread over a house, the entry is barricaded and two slaves are sleeping in the street outside. A third man is positioned at the top of an exterior wall with a view into the inner courtyard but he too is asleep. The two slaves wake and we learn from their banter that they are keeping guard over a 'monster'. The man asleep above them is their master and the monster is his father—he has an unusual disease. The two slaves challenge the audie"
78,book_78,book,Daybreak Zero,John Barnes,"Science Fiction, Novel","In the near future, a variety of groups with diverse aims, but an overlapping desire to end modern technological society (the ""Big System"") create a nanotech plague (""Daybreak"") which both destroys rubber and plastics and eats away any metal conductors carrying electricity. An open question in the book is whether these groups, and their shared motivation, are coordinated by some conscious actor, or whether they are an emergent property / meme that attained a critical mass."
79,book_79,book,A Pocket for Corduroy,Unknown,Children's literature,"A young girl, Lisa, accidentally leaves her stuffed bear, Corduroy, in a laundromat. After a series of adventures, while Corduroy searches for material to make a pocket, he becomes trapped in a laundry basket until he is found the next morning by the laundromat's owner. Corduroy is reunited with Lisa, who promptly takes him home to sew a pocket onto his overalls, so that Corduroy can carry a name card with him."
80,book_80,book,Freddy Goes to Florida,Walter R. Brooks,Children's literature,"Freddy was an intelligent pig that lived on the Bean Farm. To avoid the cold winter at their farm in Upstate New York, the animals decided to vacation in Florida. At first Charles the rooster is prevented from joining them by his acerbic wife, Henrietta. The animals encounter a man and a boy who wished to capture them. The animals scared them off. Later, Charles and Henrietta joined the group again. They also met the man and the boy, with the same results as last time. The animals were also join"
81,book_81,book,Brat Farrar,Josephine Tey,Crime Fiction,"The story centers around the Ashbys, an English country-squire family. Their centuries-old family estate is Latchetts, in the fictional village of Clare near the south coast of England. It takes place in 1946 or 1947 – the date is not given, but it is after World War II, but no more than eight years after the start of the war. The Ashby family consists of Miss Beatrice Ashby (""Aunt Bee""), a 50-ish spinster, and the four children of her late brother Bill: Simon, 20; Eleanor, 18–19; and twins Jane"
